"";"X";"Q1";"Q3";"Q3_graph";"Q5";"Q5_graph";"Q8_graph";"Q8";"Q10";"Q12";"Q14";"Q16";"Q18";"Q20";"court";"imam";"elders";"killed";"wounded";"damaged";"displaced";"edu";"income";"female";"age";"unemployed";"urban_com";"com_exposure";"russ_pop";"lmaltitude";"ldistance_Grozny";"lcom_size";"rayon";"location";"V1RL";"V2RL";"V3RL";"V4RL";"V5RL";"V6RL";"V7RL";"V8RL";"V9RL";"V10RL";"V1S";"V2S";"V3S";"V4S";"V5S";"V6S";"V7S";"V8S";"V9S";"V10S";"V1A";"V2A";"V3A";"V4A";"V5A";"V6A";"V7A";"V8A";"V9A";"V10A";"indexRL";"indexS";"indexA";"age_cohorts";"edufull";"incomefull"
"77";77;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;0;2;1;NA;3;0;26;0;0;0;0;5,92692602597041;4,70953020131233;8,81640849968169;"nozhai_yurt";"nozhai_yurt";1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;"youth";3,73605860119788;3
"78";78;2;1;1;1;1;2;2;2;NA;NA;2;1;3;0;0;0;1;1;2;0;NA;5;1;31;0;0;0;0;5,92692602597041;4,70953020131233;8,81640849968169;"nozhai_yurt";"nozhai_yurt";0;1;1;0;0;0;0;0;1;0;1;0;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0,3;0,4;0,1;"midage";5,36237830779604;5
"79";79;3;2;2;1;1;3;3;2;3;2;2;1;1;0;0;0;1;1;1;0;NA;2;1;31;0;0;0;0;5,92692602597041;4,70953020131233;8,81640849968169;"nozhai_yurt";"nozhai_yurt";0;0;1;0;0;0;0;0;1;1;0;1;0;0;1;0;1;1;0;0;1;0;0;1;0;1;0;0;0;0;0,3;0,4;0,3;"midage";2,87288859271485;2
"80";80;2;2;2;2;2;2;2;2;2;2;2;2;2;0;1;1;1;0;2;0;NA;3;0;21;0;0;0;0;5,92692602597041;4,70953020131233;8,81640849968169;"nozhai_yurt";"nozhai_yurt";0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;"youth";4,67648420635736;3
"81";81;2;2;2;2;2;3;3;2;2;1;1;1;2;0;0;0;1;0;2;0;NA;5;1;25;0;0;0;0;5,92692602597041;4,70953020131233;8,81640849968169;"nozhai_yurt";"nozhai_yurt";0;0;0;0;0;0;1;1;1;0;1;1;1;0;1;1;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0,3;0,6;0,1;"youth";5,37567921606983;5
"82";82;2;2;2;2;2;3;3;3;3;3;3;3;3;0;0;0;1;1;2;0;NA;3;0;24;0;0;0;0;5,92692602597041;4,70953020131233;8,81640849968169;"nozhai_yurt";"nozhai_yurt";0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;0;0,3;0,7;"youth";5,68524074930513;3
"83";83;3;3;3;3;3;1;1;2;2;1;1;1;2;0;0;0;1;1;2;1;NA;5;1;23;0;0;0;0;5,92692602597041;4,70953020131233;8,81640849968169;"nozhai_yurt";"nozhai_yurt";0;0;0;1;0;0;1;1;1;0;0;0;0;0;1;1;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0,4;0,3;0,3;"youth";6,65570252976649;5
"84";84;3;3;3;3;3;3;3;3;3;3;3;3;3;0;1;0;1;0;2;0;NA;3;1;72;0;0;0;0;5,92692602597041;4,70953020131233;8,81640849968169;"nozhai_yurt";"nozhai_yurt";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;0;0;1;"older";3,35064273846334;3
"85";85;3;3;3;3;3;3;3;3;3;3;3;3;3;1;1;1;1;1;0;1;NA;5;0;33;0;0;0;0;5,92692602597041;4,70953020131233;8,81640849968169;"nozhai_yurt";"nozhai_yurt";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;0;0;1;"midage";5,54882869105683;5
"86";86;2;3;3;3;3;3;3;3;3;3;3;3;3;0;1;1;1;1;2;0;NA;4;0;29;0;0;0;0;5,92692602597041;4,70953020131233;8,81640849968169;"nozhai_yurt";"nozhai_yurt";0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;0;0,1;0,9;"youth";6,67329872858625;4
"87";87;3;4;4;3;3;3;3;2;3;2;3;1;3;0;0;1;1;1;2;1;NA;4;0;29;0;0;0;0;5,92692602597041;4,70953020131233;8,81640849968169;"nozhai_yurt";"nozhai_yurt";0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;1;0;0;0;1;0;1;1;0;1;0;1;0;1;0,1;0,2;0,6;"youth";5,22635127781226;4
"88";88;1;1;1;2;2;1;1;3;3;1;1;1;1;0;0;0;1;1;2;0;5;3;1;20;0;0;0;0;6,65286302935335;4,35670882668959;7,13727843726039;"itum_kali";"itum_kali";1;1;0;1;0;0;1;1;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0,7;0,1;0,2;"youth";5;3
"89";89;1;1;1;1;1;1;1;2;1;1;3;3;1;0;0;0;1;1;1;0;6;2;0;25;0;0;0;0;6,65286302935335;4,35670882668959;7,13727843726039;"itum_kali";"itum_kali";1;1;1;1;0;1;1;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0,7;0,1;0,2;"youth";6;2
"90";90;2;2;2;3;3;2;2;3;2;2;2;2;2;0;0;0;1;1;2;0;6;4;0;25;0;0;0;0;6,65286302935335;4,35670882668959;7,13727843726039;"itum_kali";"itum_kali";0;0;0;0;0;0;0;0;0;0;1;1;0;1;0;1;1;1;1;1;0;0;1;0;1;0;0;0;0;0;0;0,8;0,2;"youth";6;4
"91";91;2;2;2;3;3;1;1;3;3;3;3;4;3;0;0;0;1;0;2;0;4;5;1;50;0;0;0;0;6,65286302935335;4,35670882668959;7,13727843726039;"itum_kali";"itum_kali";0;0;0;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;1;0;1;1;1;1;0;1;0,1;0,2;0,6;"older";4;5
"92";92;2;2;2;2;2;2;2;1;3;2;2;2;2;0;0;0;1;NA;NA;1;4;2;1;45;0;0;0;0;6,65286302935335;4,35670882668959;7,13727843726039;"itum_kali";"itum_kali";0;0;0;0;1;0;0;0;0;0;1;1;1;1;0;0;1;1;1;1;0;0;0;0;0;1;0;0;0;0;0,1;0,8;0,1;"midage";4;2
"93";93;1;2;2;2;2;4;4;4;4;4;4;4;4;0;0;0;1;1;2;1;6;3;1;28;0;0;0;0;6,65286302935335;4,35670882668959;7,13727843726039;"itum_kali";"itum_kali";1;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,1;0,2;0;"youth";6;3
"94";94;2;2;2;2;2;2;2;2;2;3;4;1;2;1;0;0;1;1;2;0;6;5;1;60;0;0;0;0;6,65286302935335;4,35670882668959;7,13727843726039;"itum_kali";"itum_kali";0;0;0;0;0;0;0;0;1;0;1;1;1;1;1;1;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0,1;0,7;0,1;"older";6;5
"95";95;3;4;4;2;2;2;2;3;2;1;1;2;3;0;0;0;1;0;2;0;6;3;1;27;0;0;0;0;6,65286302935335;4,35670882668959;7,13727843726039;"itum_kali";"itum_kali";0;0;0;0;0;0;1;1;0;0;0;0;1;1;0;1;0;0;1;0;1;0;0;0;1;0;0;0;0;1;0,2;0,4;0,3;"youth";6;3
"96";96;3;4;4;2;2;3;3;2;1;1;3;2;4;0;0;0;1;1;2;1;6;5;1;45;0;0;0;0;6,65286302935335;4,35670882668959;7,13727843726039;"itum_kali";"itum_kali";0;0;0;0;0;1;1;0;0;0;0;0;1;0;1;0;0;0;1;0;1;0;0;1;0;0;0;1;0;0;0,2;0,3;0,3;"midage";6;5
"97";97;1;4;4;2;2;1;1;4;3;1;2;2;3;0;0;0;1;1;2;1;6;4;0;46;0;0;0;0;6,65286302935335;4,35670882668959;7,13727843726039;"itum_kali";"itum_kali";1;0;0;1;0;0;1;0;0;0;0;0;1;0;0;0;0;1;1;0;0;0;0;0;0;1;0;0;0;1;0,3;0,3;0,2;"midage";6;4
"98";98;1;4;4;1;1;1;1;4;1;1;1;1;1;0;0;0;1;1;0;0;5;1;1;34;0;0;0;0;6,65286302935335;4,35670882668959;7,13727843726039;"itum_kali";"itum_kali";1;0;1;1;0;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,8;0;0;"midage";5;1
"99";99;4;5;4;3;3;3;3;3;3;3;1;1;3;0;0;0;1;0;1;1;4;3;1;52;0;0;0;0;6,65286302935335;4,35670882668959;7,13727843726039;"itum_kali";"itum_kali";0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;0;0;1;0,2;0;0,6;"older";4;3
"100";100;3;1;1;3;3;1;1;2;2;1;1;1;4;0;0;0;1;1;2;1;6;4;1;28;0;0;1;0;6,42648845745769;4,02535169073515;7,83320394864106;"shatoi";"Shatoi";0;1;0;1;0;0;1;1;1;0;0;0;0;0;1;1;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0,5;0,2;0,2;"youth";6;4
"101";101;2;1;1;2;2;2;2;2;3;4;2;2;4;0;1;0;1;1;1;1;6;2;1;34;0;0;1;0;6,42648845745769;4,02535169073515;7,83320394864106;"shatoi";"Shatoi";0;1;0;0;0;0;0;0;0;0;1;0;1;1;1;0;0;1;1;0;0;0;0;0;0;1;0;0;0;0;0,1;0,6;0,1;"midage";6;2
"102";102;2;3;3;3;3;1;1;2;3;1;1;3;3;0;0;0;1;1;1;0;6;3;0;31;0;0;1;0;6,42648845745769;4,02535169073515;7,83320394864106;"shatoi";"Shatoi";0;0;0;1;0;0;1;1;0;0;1;0;0;0;1;0;0;0;0;0;0;1;1;0;0;1;0;0;1;1;0,3;0,2;0,5;"midage";6;3
"103";103;2;4;4;3;3;1;1;2;3;1;4;1;3;0;0;0;1;1;2;1;6;2;1;52;0;0;1;0;6,42648845745769;4,02535169073515;7,83320394864106;"shatoi";"Shatoi";0;0;0;1;0;0;1;0;1;0;1;0;0;0;1;0;0;0;0;0;0;0;1;0;0;1;0;0;0;1;0,3;0,2;0,3;"older";6;2
"104";104;1;4;4;2;2;1;1;1;3;1;1;3;3;0;0;0;1;1;2;0;6;3;1;36;0;0;1;0;6,42648845745769;4,02535169073515;7,83320394864106;"shatoi";"Shatoi";1;0;0;1;1;0;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;1;0,5;0,1;0,3;"midage";6;3
"105";105;2;1;1;3;3;1;1;3;2;1;1;2;1;0;0;0;1;1;2;NA;NA;NA;1;39;0;0;0;8;4,40671924726425;4,40671924726425;9,18881025342582;"naursky";"naursky";0;1;0;1;0;0;1;1;0;1;1;0;0;0;0;1;0;0;1;0;0;0;1;0;1;0;0;0;0;0;0,5;0,3;0,2;"midage";3,89224712714809;4,88782454705298
"106";106;2;1;1;3;3;2;2;1;2;1;3;3;1;0;0;0;1;1;2;NA;NA;3;1;50;0;0;0;8;4,40671924726425;4,40671924726425;9,18881025342582;"naursky";"naursky";0;1;0;0;1;0;1;0;0;1;1;0;0;1;0;1;0;0;0;0;0;0;1;0;0;0;0;1;1;0;0,4;0,3;0,3;"older";6,68665454137605;3
"107";107;2;1;1;2;2;2;2;2;2;2;1;3;2;0;1;1;1;0;2;0;NA;2;1;32;0;0;0;8;4,40671924726425;4,40671924726425;9,18881025342582;"naursky";"naursky";0;1;0;0;0;0;0;1;0;0;1;0;1;1;1;1;1;0;0;1;0;0;0;0;0;0;0;0;1;0;0,2;0,7;0,1;"midage";6,56998525943102;2
"108";108;2;2;2;2;2;2;2;2;2;2;2;2;2;0;0;0;1;1;2;0;NA;4;0;29;0;0;0;8;4,40671924726425;4,40671924726425;9,18881025342582;"naursky";"naursky";0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;"youth";5,95063552247034;4
"109";109;3;2;2;2;2;3;3;1;2;1;3;4;3;0;0;0;1;1;2;0;NA;4;0;18;0;0;0;8;4,40671924726425;4,40671924726425;9,18881025342582;"naursky";"naursky";0;0;0;0;1;0;1;0;0;0;0;1;1;0;0;1;0;0;0;0;1;0;0;1;0;0;0;1;0;1;0,2;0,3;0,4;"youth";6,69657427416745;4
"110";110;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;0;1;1;1;0;NA;5;1;41;0;0;0;8;4,40671924726425;4,40671924726425;9,18881025342582;"naursky";"naursky";0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;"midage";4,73983989896414;5
"111";111;3;3;3;3;3;3;3;1;1;1;1;3;3;0;0;1;1;1;2;1;NA;1;1;43;0;0;0;8;4,40671924726425;4,40671924726425;9,18881025342582;"naursky";"naursky";0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;1;1;0,4;0;0,6;"midage";5,8532493401733;1
"112";112;3;4;4;3;3;2;2;4;3;1;2;2;4;0;0;0;1;1;1;0;NA;4;0;37;0;0;0;8;4,40671924726425;4,40671924726425;9,18881025342582;"naursky";"naursky";0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;1;1;0;1;0;1;0;0;1;0;0;0;0;0,1;0,3;0,3;"midage";5,3473349947693;4
"113";113;3;5;4;1;1;2;2;2;3;1;2;3;1;1;1;1;1;1;0;1;NA;3;0;27;0;0;0;8;4,40671924726425;4,40671924726425;9,18881025342582;"naursky";"naursky";0;0;1;0;0;0;1;0;0;1;0;0;0;1;1;0;0;1;0;0;1;0;0;0;0;1;0;0;1;0;0,3;0,3;0,3;"youth";3,35344043231142;3
"114";114;1;5;4;1;1;1;1;1;4;4;1;3;1;0;0;0;1;1;1;1;NA;3;1;24;0;0;0;8;4,40671924726425;4,40671924726425;9,18881025342582;"naursky";"naursky";1;0;1;1;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0,6;0;0,1;"youth";6,46942272809585;3
"115";115;2;2;2;2;2;2;2;2;2;1;2;2;2;0;0;0;1;1;NA;1;6;3;0;28;0;0;0;4;4,63472898822964;4,38202663467388;8,92239159729586;"nadterechnyi";"Beno-Yurt";0;0;0;0;0;0;1;0;0;0;1;1;1;1;1;1;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0,1;0,9;0;"youth";6;3
"116";116;2;4;4;3;3;2;2;2;2;1;3;3;4;0;0;0;1;1;NA;1;6;3;0;41;0;0;0;4;4,63472898822964;4,38202663467388;8,92239159729586;"nadterechnyi";"Beno-Yurt";0;0;0;0;0;0;1;0;0;0;1;0;0;1;1;1;0;0;0;0;0;0;1;0;0;0;0;1;1;0;0,1;0,4;0,3;"midage";6;3
"117";117;1;1;1;3;3;2;2;1;1;1;1;3;3;0;0;0;1;1;1;0;3;3;1;46;0;0;0;11;3,55534806148941;4,51085950651685;9,0267780457461;"nadterechnyi";"Eli-Yurt";1;1;0;0;1;1;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;1;0,6;0,1;0,3;"midage";3;3
"118";118;2;1;1;2;2;2;2;2;1;1;1;1;2;0;0;0;1;1;0;0;6;3;0;27;0;0;0;11;3,55534806148941;4,51085950651685;9,0267780457461;"nadterechnyi";"Eli-Yurt";0;1;0;0;0;1;1;1;1;0;1;0;1;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0,5;0,5;0;"youth";6;3
"119";119;2;1;1;2;2;2;2;2;1;1;1;2;3;0;0;0;1;1;2;0;6;3;1;39;0;0;0;11;3,55534806148941;4,51085950651685;9,0267780457461;"nadterechnyi";"Eli-Yurt";0;1;0;0;0;1;1;1;0;0;1;0;1;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0,4;0,5;0,1;"midage";6;3
"120";120;3;1;1;3;3;1;1;2;3;1;2;2;2;0;0;0;1;1;0;0;5;3;0;36;0;0;0;6;4,40671924726425;4,26267987704132;9,04487593224865;"nadterechnyi";"Nadterechnyi";0;1;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;1;1;1;1;0;1;0;0;1;0;0;0;0;0,3;0,4;0,3;"midage";5;3
"121";121;3;2;2;3;3;1;1;3;2;2;2;2;2;0;0;0;1;1;1;0;6;3;1;27;0;0;0;6;4,40671924726425;4,26267987704132;9,04487593224865;"nadterechnyi";"Nadterechnyi";0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;1;1;1;1;1;1;0;1;0;1;0;0;0;0;0;0,1;0,6;0,3;"youth";6;3
"122";122;1;1;1;2;2;1;1;1;1;1;2;1;1;0;0;0;1;0;2;0;1;3;0;29;0;0;0;6;4,54329478227;4,40671924726425;9,34242071233339;"nadterechnyi";"Znamenskoye";1;1;0;1;1;1;1;0;1;1;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0,8;0,2;0;"youth";1;3
"123";123;1;1;1;3;3;1;1;1;2;2;1;2;1;0;0;0;1;1;1;0;6;4;1;47;0;0;0;6;4,54329478227;4,40671924726425;9,34242071233339;"nadterechnyi";"Znamenskoye";1;1;0;1;1;0;0;1;0;1;0;0;0;0;0;1;1;0;1;0;0;0;1;0;0;0;0;0;0;0;0,6;0,3;0,1;"midage";6;4
"124";124;2;4;4;3;3;2;2;3;1;1;1;2;2;0;0;0;1;1;1;0;2;3;1;61;0;0;0;6;4,54329478227;4,40671924726425;9,34242071233339;"nadterechnyi";"Znamenskoye";0;0;0;0;0;1;1;1;0;0;1;0;0;1;0;0;0;0;1;1;0;0;1;0;1;0;0;0;0;0;0,3;0,4;0,2;"older";2;3
"125";125;2;1;1;3;3;2;2;3;4;4;2;4;1;1;0;1;1;0;0;0;3;3;1;49;0;0;0;19;2,70805020110221;4,26267987704132;9,43380387210131;"nadterechnyi";"Shelkovskaya";0;1;0;0;0;0;0;0;0;1;1;0;0;1;0;0;0;1;0;0;0;0;1;0;1;0;0;0;0;0;0,2;0,3;0,2;"midage";3;3
"126";126;3;2;2;2;2;1;1;1;1;2;2;1;2;0;0;0;1;0;2;0;3;2;0;33;0;0;0;19;2,70805020110221;4,26267987704132;9,43380387210131;"nadterechnyi";"Shelkovskaya";0;0;0;1;1;1;0;0;1;0;0;1;1;0;0;0;1;1;0;1;1;0;0;0;0;0;0;0;0;0;0,4;0,5;0,1;"midage";3;2
"127";127;1;2;2;1;1;2;2;2;2;3;2;3;2;0;0;1;1;1;0;1;3;4;1;30;0;0;0;19;2,70805020110221;4,26267987704132;9,43380387210131;"nadterechnyi";"Shelkovskaya";1;0;1;0;0;0;0;0;0;0;0;1;0;1;1;1;0;1;0;1;0;0;0;0;0;0;1;0;1;0;0,2;0,6;0,2;"midage";3;4
"128";128;2;4;4;1;1;4;4;3;2;1;1;3;2;0;0;0;1;0;2;1;3;2;0;39;0;0;0;19;2,70805020110221;4,26267987704132;9,43380387210131;"nadterechnyi";"Shelkovskaya";0;0;1;0;0;0;1;1;0;0;1;0;0;0;0;1;0;0;0;1;0;0;0;0;1;0;0;0;1;0;0,3;0,3;0,2;"midage";3;2
"129";129;1;4;4;1;1;2;2;3;1;1;1;2;1;0;0;0;1;1;1;1;3;1;0;57;0;0;0;19;2,70805020110221;4,26267987704132;9,43380387210131;"nadterechnyi";"Shelkovskaya";1;0;1;0;0;1;1;1;0;1;0;0;0;1;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0,6;0,2;0,1;"older";3;1
"130";130;3;4;4;3;3;4;5;2;3;1;3;3;4;0;0;1;1;0;1;0;6;3;0;28;0;0;0;19;2,70805020110221;4,26267987704132;9,43380387210131;"nadterechnyi";"Shelkovskaya";0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;1;0;0;1;0;1;1;0;0,1;0,1;0,5;"youth";6;3
"131";131;2;4;4;5;4;4;4;2;2;1;2;2;2;0;0;0;1;1;2;0;3;2;0;46;0;0;0;19;2,70805020110221;4,26267987704132;9,43380387210131;"nadterechnyi";"Shelkovskaya";0;0;0;0;0;0;1;0;0;0;1;0;0;0;1;1;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0,1;0,6;0;"midage";3;2
"132";132;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;1;1;2;0;5;4;1;20;0;0;0;6;4,54329478227;4,40671924726425;9,34242071233339;"nadterechnyi";"Znamenskoye";1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;"youth";5;4
"133";133;3;1;1;1;1;2;2;3;2;1;2;2;1;0;0;0;1;1;2;0;4;1;1;49;0;0;0;6;4,54329478227;4,40671924726425;9,34242071233339;"nadterechnyi";"Znamenskoye";0;1;1;0;0;0;1;0;0;1;0;0;0;1;0;1;0;1;1;0;1;0;0;0;1;0;0;0;0;0;0,4;0,4;0,2;"midage";4;1
"134";134;2;1;1;3;3;1;1;1;1;1;1;1;1;0;0;0;1;1;2;0;5;2;1;19;0;0;0;6;4,54329478227;4,40671924726425;9,34242071233339;"nadterechnyi";"Znamenskoye";0;1;0;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0,8;0,1;0,1;"youth";5;2
"135";135;2;2;2;4;4;1;1;3;1;1;4;2;1;0;0;0;1;1;0;0;6;1;1;42;0;0;0;6;4,54329478227;4,40671924726425;9,34242071233339;"nadterechnyi";"Znamenskoye";0;0;0;1;0;1;1;0;0;1;1;1;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0,4;0,3;0,1;"midage";6;1
"136";136;2;2;2;3;3;2;2;2;2;3;3;3;2;0;0;0;1;1;0;1;2;5;1;22;0;0;0;6;4,54329478227;4,40671924726425;9,34242071233339;"nadterechnyi";"Znamenskoye";0;0;0;0;0;0;0;0;0;0;1;1;0;1;1;1;0;0;0;1;0;0;1;0;0;0;1;1;1;0;0;0,6;0,4;"youth";2;5
"137";137;2;2;2;2;2;2;2;2;3;1;1;3;2;0;0;1;1;0;1;1;5;3;1;20;0;0;0;6;4,54329478227;4,40671924726425;9,34242071233339;"nadterechnyi";"Znamenskoye";0;0;0;0;0;0;1;1;0;0;1;1;1;1;1;0;0;0;0;1;0;0;0;0;0;1;0;0;1;0;0,2;0,6;0,2;"youth";5;3
"138";138;3;3;3;2;2;1;1;1;2;3;2;1;1;0;1;0;1;1;2;1;4;4;0;61;0;0;0;6;4,54329478227;4,40671924726425;9,34242071233339;"nadterechnyi";"Znamenskoye";0;0;0;1;1;0;0;0;1;1;0;0;1;0;0;1;0;1;0;0;1;1;0;0;0;0;1;0;0;0;0,4;0,3;0,3;"older";4;4
"139";139;2;3;3;2;2;2;2;3;2;1;4;2;3;0;0;0;1;1;2;0;4;3;0;38;0;0;0;6;4,54329478227;4,40671924726425;9,34242071233339;"nadterechnyi";"Znamenskoye";0;0;0;0;0;0;1;0;0;0;1;0;1;1;0;1;0;0;1;0;0;1;0;0;1;0;0;0;0;1;0,1;0,5;0,3;"midage";4;3
"140";140;4;3;3;1;1;4;4;3;1;1;4;1;1;0;0;0;1;NA;NA;1;6;2;1;24;0;0;0;6;4,54329478227;4,40671924726425;9,34242071233339;"nadterechnyi";"Znamenskoye";0;0;1;0;0;1;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0,5;0;0,2;"youth";6;2
"141";141;1;3;3;2;2;3;3;2;1;1;2;3;2;0;0;0;1;0;2;1;3;3;1;56;0;0;0;6;4,54329478227;4,40671924726425;9,34242071233339;"nadterechnyi";"Znamenskoye";1;0;0;0;0;1;1;0;0;0;0;0;1;0;1;0;0;1;0;1;0;1;0;1;0;0;0;0;1;0;0,3;0,4;0,3;"older";3;3
"142";142;3;4;4;3;3;1;1;3;3;1;1;2;3;0;0;0;1;1;2;0;6;1;0;32;0;0;0;6;4,54329478227;4,40671924726425;9,34242071233339;"nadterechnyi";"Znamenskoye";0;0;0;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;1;0;1;0;1;0;1;1;0;0;0;1;0,3;0,1;0,5;"midage";6;1
"143";143;3;4;4;3;3;3;3;3;2;1;2;2;1;0;0;0;1;1;2;1;6;2;1;28;0;0;0;6;4,54329478227;4,40671924726425;9,34242071233339;"nadterechnyi";"Znamenskoye";0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;1;0;1;1;0;1;0;1;1;1;0;0;0;0;0;0,2;0,3;0,4;"youth";6;2
"144";144;2;5;4;5;4;2;2;2;4;3;2;4;4;0;0;0;1;0;2;0;1;3;1;22;0;0;0;6;4,54329478227;4,40671924726425;9,34242071233339;"nadterechnyi";"Znamenskoye";0;0;0;0;0;0;0;0;0;0;1;0;0;1;1;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0,4;0,1;"youth";1;3
"145";145;3;5;4;3;3;4;4;2;3;1;1;1;3;0;0;0;1;1;2;0;4;5;0;58;0;0;0;6;4,54329478227;4,40671924726425;9,34242071233339;"nadterechnyi";"Znamenskoye";0;0;0;0;0;0;1;1;1;0;0;0;0;0;1;0;0;0;0;0;1;0;1;0;0;1;0;0;0;1;0,3;0,1;0,4;"older";4;5
"146";146;2;1;1;1;1;1;1;1;1;1;1;2;1;0;0;0;1;1;2;0;NA;2;1;22;0;1;1;9;4,86753445045558;0;12,5686650467329;"groznenskiy";"Grozny";0;1;1;1;1;1;1;1;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0,8;0,2;0;"youth";3,83841642398368;2
"147";147;2;1;1;1;1;4;4;2;1;1;1;2;2;0;0;0;1;1;NA;NA;5;3;1;24;0;1;1;9;4,86753445045558;0;12,5686650467329;"groznenskiy";"Grozny";0;1;1;0;0;1;1;1;0;0;1;0;0;0;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0,5;0,4;0;"youth";5;3
"148";148;2;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;1;1;NA;1;4;5;1;36;0;1;1;9;4,86753445045558;0;12,5686650467329;"groznenskiy";"Grozny";0;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,9;0,1;0;"midage";4;5
"149";149;1;1;1;3;3;1;1;3;2;1;1;1;1;0;1;1;1;1;NA;1;3;3;1;33;0;1;1;9;4,86753445045558;0;12,5686650467329;"groznenskiy";"Grozny";1;1;0;1;0;0;1;1;1;1;0;0;0;0;0;1;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0,7;0,1;0,2;"midage";3;3
"150";150;2;1;1;3;3;1;1;2;2;1;1;1;2;0;1;1;1;0;NA;1;6;3;1;28;0;1;1;9;4,86753445045558;0;12,5686650467329;"groznenskiy";"Grozny";0;1;0;1;0;0;1;1;1;0;1;0;0;0;1;1;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0,5;0,4;0,1;"youth";6;3
"151";151;2;1;1;1;1;1;1;2;2;1;1;1;1;1;0;0;1;0;2;1;4;2;0;44;0;1;1;9;4,86753445045558;0;12,5686650467329;"groznenskiy";"Grozny";0;1;1;1;0;0;1;1;1;1;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,7;0,3;0;"midage";4;2
